Index,Company,Account Type,Twitter Handle,Year,Original Tweets,Retweets,Reply Tweets,Quote Tweets,Original Tweet Retweets,Original Tweet Likes,Original Tweet Replies,Original Tweet Quotes
9,DAVITA HEALTHCARE PARTNERS INC,Corporate,@DaVita,2018,807.0,92.0,30.0,11.0,889,2255,127,81
10,DAVITA HEALTHCARE PARTNERS INC,Corporate,@DaVita,2019,758.0,150.0,107.0,2.0,1414,4465,142,114
11,DAVITA HEALTHCARE PARTNERS INC,Corporate,@DaVita,2020,589.0,77.0,102.0,5.0,3233,19757,470,181
12,DAVITA HEALTHCARE PARTNERS INC,Corporate,@DaVita,2021,410.0,32.0,101.0,3.0,580,2754,99,31
13,DAVITA HEALTHCARE PARTNERS INC,Corporate,@DaVita,2022,245.0,15.0,42.0,4.0,395,729,69,18
0,MARRIOTT INTERNATIONAL INC CLASS A,Corporate,@Marriott,2010,42.0,16.0,41.0,0.0,3,3,0,0
2,MARRIOTT INTERNATIONAL INC CLASS A,Corporate,@Marriott,2011,93.0,6.0,3.0,0.0,144,33,41,0
4,MARRIOTT INTERNATIONAL INC CLASS A,Corporate,@Marriott,2012,273.0,16.0,848.0,0.0,1377,308,357,0
6,MARRIOTT INTERNATIONAL INC CLASS A,Corporate,@Marriott,2013,1196.0,30.0,6409.0,0.0,5695,2932,2051,1
8,MARRIOTT INTERNATIONAL INC CLASS A,Corporate,@Marriott,2014,1010.0,209.0,10514.0,0.0,12163,9428,3392,1
10,MARRIOTT INTERNATIONAL INC CLASS A,Corporate,@Marriott,2015,1016.0,258.0,16468.0,44.0,7124,11936,864,2
12,MARRIOTT INTERNATIONAL INC CLASS A,Corporate,@Marriott,2016,530.0,87.0,13197.0,23.0,2274,5206,423,89
14,MARRIOTT INTERNATIONAL INC CLASS A,Corporate,@Marriott,2017,192.0,19.0,13879.0,0.0,786,2360,427,119
16,MARRIOTT INTERNATIONAL INC CLASS A,Corporate,@Marriott,2018,133.0,27.0,9800.0,0.0,546,2187,741,81
18,MARRIOTT INTERNATIONAL INC CLASS A,Corporate,@Marriott,2019,218.0,56.0,4148.0,2.0,953,4430,1264,192
20,MARRIOTT INTERNATIONAL INC CLASS A,Corporate,@Marriott,2020,58.0,13.0,448.0,3.0,464,2301,627,129
22,MARRIOTT INTERNATIONAL INC CLASS A,Corporate,@Marriott,2021,29.0,4.0,41.0,1.0,349,1654,868,52
24,MARRIOTT INTERNATIONAL INC CLASS A,Corporate,@Marriott,2022,171.0,3.0,65.0,0.0,820,4576,2020,107
0,MOHAWK INDUSTRIES INC,Corporate,@mhkgreenworks,2014,5.0,9.0,0,0.0,8,4,0,0
1,MOHAWK INDUSTRIES INC,Corporate,@mhkgreenworks,2015,4.0,2.0,0,1.0,4,3,2,0
2,MOHAWK INDUSTRIES INC,Corporate,@mhkgreenworks,2016,2.0,2.0,0,0.0,6,9,22,0
0,MARRIOTT INTERNATIONAL INC CLASS A,Corporate,@Marriott,2010,84.0,32.0,82.0,0.0,6,6,0,0
2,MARRIOTT INTERNATIONAL INC CLASS A,Corporate,@Marriott,2011,186.0,12.0,6.0,0.0,288,66,82,0
4,MARRIOTT INTERNATIONAL INC CLASS A,Corporate,@Marriott,2012,546.0,32.0,1696.0,0.0,2753,616,714,0
6,MARRIOTT INTERNATIONAL INC CLASS A,Corporate,@Marriott,2013,2392.0,60.0,12818.0,0.0,11389,5864,4102,2
8,MARRIOTT INTERNATIONAL INC CLASS A,Corporate,@Marriott,2014,2020.0,418.0,21028.0,0.0,24326,18855,6784,2
10,MARRIOTT INTERNATIONAL INC CLASS A,Corporate,@Marriott,2015,2032.0,516.0,32936.0,88.0,14248,23872,1728,4
12,MARRIOTT INTERNATIONAL INC CLASS A,Corporate,@Marriott,2016,1060.0,174.0,26394.0,46.0,4548,10413,846,178
14,MARRIOTT INTERNATIONAL INC CLASS A,Corporate,@Marriott,2017,384.0,38.0,27758.0,0.0,1572,4720,854,238
16,MARRIOTT INTERNATIONAL INC CLASS A,Corporate,@Marriott,2018,266.0,54.0,19600.0,0.0,1092,4374,1482,162
18,MARRIOTT INTERNATIONAL INC CLASS A,Corporate,@Marriott,2019,436.0,112.0,8296.0,4.0,1906,8860,2528,384
20,MARRIOTT INTERNATIONAL INC CLASS A,Corporate,@Marriott,2020,116.0,26.0,896.0,6.0,928,4602,1254,258
22,MARRIOTT INTERNATIONAL INC CLASS A,Corporate,@Marriott,2021,58.0,8.0,82.0,2.0,698,3308,1737,104
24,MARRIOTT INTERNATIONAL INC CLASS A,Corporate,@Marriott,2022,342.0,6.0,130.0,0.0,1640,9152,4040,214
0,REGIONS FINANCIAL CORP,Corporate,@RegionsNews,2013,5.0,1.0,0.0,0.0,1,0,0,0
1,REGIONS FINANCIAL CORP,Corporate,@RegionsNews,2014,1032.0,93.0,2.0,0.0,809,761,81,0
2,REGIONS FINANCIAL CORP,Corporate,@RegionsNews,2015,1130.0,94.0,3.0,5.0,782,622,33,0
3,REGIONS FINANCIAL CORP,Corporate,@RegionsNews,2016,1132.0,122.0,0.0,3.0,542,743,22,35
4,REGIONS FINANCIAL CORP,Corporate,@RegionsNews,2017,1095.0,180.0,1.0,4.0,468,726,61,62
5,REGIONS FINANCIAL CORP,Corporate,@RegionsNews,2018,1127.0,260.0,6.0,2.0,657,1213,65,75
6,REGIONS FINANCIAL CORP,Corporate,@RegionsNews,2019,1423.0,166.0,15.0,14.0,786,2114,169,138
7,REGIONS FINANCIAL CORP,Corporate,@RegionsNews,2020,957.0,98.0,13.0,11.0,582,1721,83,146
8,REGIONS FINANCIAL CORP,Corporate,@RegionsNews,2021,958.0,29.0,9.0,0.0,521,1734,98,80
9,REGIONS FINANCIAL CORP,Corporate,@RegionsNews,2022,745.0,5.0,0.0,1.0,304,906,85,47
0,UNIVERSAL HEALTH SERVICES INC CLAS,Corporate,@UHS_Inc,2011,20.0,7.0,1.0,0.0,15,0,0,0
1,UNIVERSAL HEALTH SERVICES INC CLAS,Corporate,@UHS_Inc,2012,16.0,2.0,0.0,0.0,2,0,0,0
2,UNIVERSAL HEALTH SERVICES INC CLAS,Corporate,@UHS_Inc,2013,11.0,1.0,0.0,0.0,14,4,0,0
3,UNIVERSAL HEALTH SERVICES INC CLAS,Corporate,@UHS_Inc,2014,14.0,10.0,0.0,0.0,24,25,3,0
4,UNIVERSAL HEALTH SERVICES INC CLAS,Corporate,@UHS_Inc,2015,45.0,44.0,4.0,13.0,83,126,1,0
5,UNIVERSAL HEALTH SERVICES INC CLAS,Corporate,@UHS_Inc,2016,45.0,81.0,3.0,11.0,50,116,1,5
6,UNIVERSAL HEALTH SERVICES INC CLAS,Corporate,@UHS_Inc,2017,129.0,153.0,1.0,9.0,88,318,7,6
7,UNIVERSAL HEALTH SERVICES INC CLAS,Corporate,@UHS_Inc,2018,211.0,239.0,5.0,17.0,175,851,19,16
8,UNIVERSAL HEALTH SERVICES INC CLAS,Corporate,@UHS_Inc,2019,257.0,251.0,5.0,27.0,166,586,9,16
9,UNIVERSAL HEALTH SERVICES INC CLAS,Corporate,@UHS_Inc,2020,210.0,200.0,7.0,27.0,189,1055,106,44
10,UNIVERSAL HEALTH SERVICES INC CLAS,Corporate,@UHS_Inc,2021,204.0,35.0,0.0,3.0,139,1119,43,29
11,UNIVERSAL HEALTH SERVICES INC CLAS,Corporate,@UHS_Inc,2022,18.0,1.0,0.0,0.0,6,48,14,3
0,AMEREN CORP,Corporate,@AmerenCorp,2010,307.0,5.0,0.0,0.0,59,2,0,0
1,AMEREN CORP,Corporate,@AmerenCorp,2011,360.0,10.0,1.0,0.0,164,15,23,0
2,AMEREN CORP,Corporate,@AmerenCorp,2012,326.0,32.0,26.0,0.0,166,20,51,0
3,AMEREN CORP,Corporate,@AmerenCorp,2013,179.0,61.0,56.0,0.0,334,155,40,0
4,AMEREN CORP,Corporate,@AmerenCorp,2014,238.0,63.0,80.0,0.0,468,473,84,0
5,AMEREN CORP,Corporate,@AmerenCorp,2015,265.0,39.0,39.0,4.0,693,534,55,0
6,AMEREN CORP,Corporate,@AmerenCorp,2016,163.0,19.0,37.0,15.0,523,555,38,16
7,AMEREN CORP,Corporate,@AmerenCorp,2017,143.0,12.0,28.0,15.0,435,936,35,44
8,AMEREN CORP,Corporate,@AmerenCorp,2018,108.0,13.0,59.0,34.0,368,1241,40,34
9,AMEREN CORP,Corporate,@AmerenCorp,2019,134.0,8.0,64.0,6.0,281,814,11,39
10,AMEREN CORP,Corporate,@AmerenCorp,2020,134.0,9.0,48.0,7.0,154,475,27,36
11,AMEREN CORP,Corporate,@AmerenCorp,2021,148.0,5.0,24.0,9.0,113,492,41,26
12,AMEREN CORP,Corporate,@AmerenCorp,2022,135.0,9.0,16.0,3.0,70,270,19,21
0,VERISK ANALYTICS INC,Corporate,@Verisk,2014,21.0,29.0,1.0,0.0,30,9,1,0
1,VERISK ANALYTICS INC,Corporate,@Verisk,2015,16.0,6.0,0.0,0.0,21,15,1,0
2,VERISK ANALYTICS INC,Corporate,@Verisk,2016,948.0,444.0,14.0,29.0,691,916,21,47
3,VERISK ANALYTICS INC,Corporate,@Verisk,2017,2047.0,171.0,8.0,14.0,1158,2042,29,61
4,VERISK ANALYTICS INC,Corporate,@Verisk,2018,3236.0,13.0,5.0,6.0,1169,2227,47,44
5,VERISK ANALYTICS INC,Corporate,@Verisk,2019,2487.0,21.0,3.0,7.0,2751,31496,142,97
6,VERISK ANALYTICS INC,Corporate,@Verisk,2020,285.0,212.0,1.0,9.0,185,432,11,16
7,VERISK ANALYTICS INC,Corporate,@Verisk,2021,418.0,149.0,12.0,17.0,154,324,17,32
8,VERISK ANALYTICS INC,Corporate,@Verisk,2022,361.0,8.0,12.0,0.0,127,310,12,25
0,KIMCO REALTY REIT CORP,Corporate,@kimcorealty,2011,22.0,1.0,2.0,0.0,4,1,3,0
2,KIMCO REALTY REIT CORP,Corporate,@kimcorealty,2012,271.0,60.0,42.0,0.0,122,12,17,0
4,KIMCO REALTY REIT CORP,Corporate,@kimcorealty,2013,278.0,84.0,64.0,0.0,266,74,37,0
6,KIMCO REALTY REIT CORP,Corporate,@kimcorealty,2014,306.0,129.0,35.0,0.0,252,133,30,0
8,KIMCO REALTY REIT CORP,Corporate,@kimcorealty,2015,277.0,47.0,10.0,2.0,153,160,18,0
10,KIMCO REALTY REIT CORP,Corporate,@kimcorealty,2016,190.0,18.0,7.0,1.0,120,186,5,16
12,KIMCO REALTY REIT CORP,Corporate,@kimcorealty,2017,159.0,40.0,6.0,3.0,97,266,8,13
14,KIMCO REALTY REIT CORP,Corporate,@kimcorealty,2018,131.0,49.0,4.0,2.0,112,321,3,15
16,KIMCO REALTY REIT CORP,Corporate,@kimcorealty,2019,126.0,35.0,10.0,4.0,87,337,14,14
18,KIMCO REALTY REIT CORP,Corporate,@kimcorealty,2020,52.0,20.0,5.0,0.0,72,232,8,8
20,KIMCO REALTY REIT CORP,Corporate,@kimcorealty,2021,9.0,14.0,1.0,0.0,5,36,6,3
22,KIMCO REALTY REIT CORP,Corporate,@kimcorealty,2022,48.0,11.0,5.0,1.0,13,76,7,0
0,INVESCO LTD,Corporate,@InvescoUS,2011,1.0,10.0,0.0,0.0,0,0,0,0
1,INVESCO LTD,Corporate,@InvescoUS,2012,1.0,37.0,1.0,0.0,0,0,0,0
2,INVESCO LTD,Corporate,@InvescoUS,2013,1.0,43.0,2.0,0.0,1,0,0,0
3,INVESCO LTD,Corporate,@InvescoUS,2014,2.0,28.0,2.0,0.0,60,97,25,0
4,INVESCO LTD,Corporate,@InvescoUS,2015,426.0,102.0,2.0,2.0,987,2595,186,0
5,INVESCO LTD,Corporate,@InvescoUS,2016,605.0,114.0,0.0,0.0,1663,8390,180,61
6,INVESCO LTD,Corporate,@InvescoUS,2017,534.0,281.0,6.0,0.0,875,5053,162,45
7,INVESCO LTD,Corporate,@InvescoUS,2018,558.0,233.0,4.0,0.0,1802,14542,282,68
8,INVESCO LTD,Corporate,@InvescoUS,2019,735.0,412.0,11.0,2.0,1555,9486,498,113
9,INVESCO LTD,Corporate,@InvescoUS,2020,311.0,518.0,3.0,3.0,11615,53934,1588,436
10,INVESCO LTD,Corporate,@InvescoUS,2021,352.0,130.0,3.0,7.0,3438,24146,1385,215
11,INVESCO LTD,Corporate,@InvescoUS,2022,388.0,57.0,1.0,5.0,3841,25260,1779,130
0,CITIZENS FINANCIAL GROUP INC,Corporate,@CitizensBank,2011,1555.0,83.0,638.0,0.0,182,35,110,0
1,CITIZENS FINANCIAL GROUP INC,Corporate,@CitizensBank,2012,2016.0,285.0,1344.0,0.0,973,98,220,0
2,CITIZENS FINANCIAL GROUP INC,Corporate,@CitizensBank,2013,1862.0,56.0,2486.0,0.0,2567,847,345,1
3,CITIZENS FINANCIAL GROUP INC,Corporate,@CitizensBank,2014,1520.0,38.0,2668.0,0.0,2286,2315,305,0
4,CITIZENS FINANCIAL GROUP INC,Corporate,@CitizensBank,2015,1706.0,58.0,3652.0,2.0,1894,4789,315,0
5,CITIZENS FINANCIAL GROUP INC,Corporate,@CitizensBank,2016,1244.0,133.0,1967.0,18.0,2991,10979,767,236
6,CITIZENS FINANCIAL GROUP INC,Corporate,@CitizensBank,2017,626.0,59.0,1107.0,23.0,3512,17677,1298,561
7,CITIZENS FINANCIAL GROUP INC,Corporate,@CitizensBank,2018,925.0,86.0,2780.0,11.0,5532,26268,2223,685
8,CITIZENS FINANCIAL GROUP INC,Corporate,@CitizensBank,2019,614.0,29.0,220.0,14.0,2822,14588,1586,402
9,CITIZENS FINANCIAL GROUP INC,Corporate,@CitizensBank,2020,475.0,7.0,325.0,5.0,1939,10423,960,261
10,CITIZENS FINANCIAL GROUP INC,Corporate,@CitizensBank,2021,298.0,7.0,342.0,10.0,679,3867,832,170
11,CITIZENS FINANCIAL GROUP INC,Corporate,@CitizensBank,2022,249.0,15.0,1428.0,3.0,280,2149,589,78
0,MARATHON OIL CORP,Corporate,@MarathonOil,2010,53.0,1.0,0.0,0.0,11,3,0,0
1,MARATHON OIL CORP,Corporate,@MarathonOil,2011,182.0,13.0,5.0,0.0,160,45,13,0
2,MARATHON OIL CORP,Corporate,@MarathonOil,2012,282.0,45.0,9.0,0.0,268,42,43,0
3,MARATHON OIL CORP,Corporate,@MarathonOil,2013,475.0,106.0,15.0,0.0,792,206,90,0
4,MARATHON OIL CORP,Corporate,@MarathonOil,2014,275.0,139.0,15.0,0.0,756,392,54,0
5,MARATHON OIL CORP,Corporate,@MarathonOil,2015,174.0,178.0,18.0,3.0,586,460,23,0
6,MARATHON OIL CORP,Corporate,@MarathonOil,2016,137.0,263.0,3.0,1.0,528,643,26,11
7,MARATHON OIL CORP,Corporate,@MarathonOil,2017,88.0,118.0,9.0,3.0,242,606,20,25
8,MARATHON OIL CORP,Corporate,@MarathonOil,2018,157.0,86.0,22.0,13.0,346,1047,36,28
9,MARATHON OIL CORP,Corporate,@MarathonOil,2019,175.0,126.0,8.0,27.0,266,733,35,23
10,MARATHON OIL CORP,Corporate,@MarathonOil,2020,144.0,56.0,7.0,5.0,175,577,49,32
11,MARATHON OIL CORP,Corporate,@MarathonOil,2021,140.0,39.0,2.0,2.0,136,462,68,30
12,MARATHON OIL CORP,Corporate,@MarathonOil,2022,114.0,17.0,0.0,0.0,81,509,92,34
0,CMS ENERGY CORP,Corporate,@ConsumersEnergy,2010,166.0,16.0,3.0,0.0,43,3,0,0
1,CMS ENERGY CORP,Corporate,@ConsumersEnergy,2011,462.0,33.0,270.0,0.0,121,8,20,0
2,CMS ENERGY CORP,Corporate,@ConsumersEnergy,2012,367.0,48.0,247.0,0.0,210,23,41,1
3,CMS ENERGY CORP,Corporate,@ConsumersEnergy,2013,399.0,296.0,888.0,0.0,741,160,97,0
4,CMS ENERGY CORP,Corporate,@ConsumersEnergy,2014,510.0,200.0,870.0,0.0,823,481,94,0
5,CMS ENERGY CORP,Corporate,@ConsumersEnergy,2015,852.0,215.0,1167.0,3.0,1017,1236,161,1
6,CMS ENERGY CORP,Corporate,@ConsumersEnergy,2016,550.0,540.0,1219.0,39.0,834,1460,58,67
7,CMS ENERGY CORP,Corporate,@ConsumersEnergy,2017,321.0,370.0,1227.0,26.0,869,1631,101,119
8,CMS ENERGY CORP,Corporate,@ConsumersEnergy,2018,214.0,330.0,601.0,26.0,840,2642,172,132
9,CMS ENERGY CORP,Corporate,@ConsumersEnergy,2019,1020.0,603.0,1008.0,74.0,2364,5401,415,496
10,CMS ENERGY CORP,Corporate,@ConsumersEnergy,2020,1228.0,329.0,591.0,38.0,1648,5917,379,516
11,CMS ENERGY CORP,Corporate,@ConsumersEnergy,2021,1002.0,355.0,840.0,7.0,1178,3599,433,270
12,CMS ENERGY CORP,Corporate,@ConsumersEnergy,2022,711.0,78.0,399.0,4.0,898,3845,639,226
0,XILINX INC,Corporate,@XilinxInc,2010,128.0,2.0,3.0,0.0,69,40,0,0
1,XILINX INC,Corporate,@XilinxInc,2011,433.0,128.0,5.0,0.0,521,206,23,0
2,XILINX INC,Corporate,@XilinxInc,2012,662.0,112.0,69.0,0.0,626,275,75,0
3,XILINX INC,Corporate,@XilinxInc,2013,835.0,138.0,61.0,0.0,1115,581,55,0
4,XILINX INC,Corporate,@XilinxInc,2014,905.0,192.0,58.0,0.0,1984,866,63,1
5,XILINX INC,Corporate,@XilinxInc,2015,994.0,398.0,60.0,27.0,3064,2379,67,3
6,XILINX INC,Corporate,@XilinxInc,2016,849.0,429.0,73.0,16.0,3056,3678,99,125
7,XILINX INC,Corporate,@XilinxInc,2017,986.0,398.0,40.0,3.0,2906,6020,90,251
8,XILINX INC,Corporate,@XilinxInc,2018,524.0,347.0,34.0,14.0,1848,3717,52,256
9,XILINX INC,Corporate,@XilinxInc,2019,399.0,348.0,26.0,21.0,1685,10519,70,145
10,XILINX INC,Corporate,@XilinxInc,2020,326.0,298.0,41.0,35.0,1348,3920,168,213
11,XILINX INC,Corporate,@XilinxInc,2021,196.0,246.0,36.0,17.0,909,2967,53,129
12,XILINX INC,Corporate,@XilinxInc,2022,78.0,67.0,40.0,11.0,705,2978,59,72
0,CABOT OIL & GAS CORP,Corporate,@CoterraEnergy,2011,34.0,1.0,1.0,0.0,30,1,1,0
1,CABOT OIL & GAS CORP,Corporate,@CoterraEnergy,2012,690.0,21.0,20.0,0.0,624,41,53,0
2,CABOT OIL & GAS CORP,Corporate,@CoterraEnergy,2013,545.0,85.0,33.0,0.0,795,169,151,0
3,CABOT OIL & GAS CORP,Corporate,@CoterraEnergy,2014,290.0,207.0,28.0,0.0,958,513,118,1
4,CABOT OIL & GAS CORP,Corporate,@CoterraEnergy,2015,262.0,102.0,10.0,3.0,887,317,52,0
5,CABOT OIL & GAS CORP,Corporate,@CoterraEnergy,2016,198.0,114.0,3.0,8.0,747,328,34,32
6,CABOT OIL & GAS CORP,Corporate,@CoterraEnergy,2017,170.0,103.0,2.0,5.0,446,530,25,61
7,CABOT OIL & GAS CORP,Corporate,@CoterraEnergy,2018,288.0,24.0,0.0,3.0,847,1069,29,84
8,CABOT OIL & GAS CORP,Corporate,@CoterraEnergy,2019,485.0,93.0,14.0,6.0,864,1336,47,73
9,CABOT OIL & GAS CORP,Corporate,@CoterraEnergy,2020,374.0,63.0,9.0,8.0,330,760,47,66
10,CABOT OIL & GAS CORP,Corporate,@CoterraEnergy,2021,330.0,42.0,10.0,5.0,316,755,46,38
11,CABOT OIL & GAS CORP,Corporate,@CoterraEnergy,2022,231.0,35.0,15.0,9.0,162,678,58,23
0,ROCKWELL COLLINS INC,Corporate,@CollinsAero,2009,247.0,2.0,0.0,0.0,5,30,2,0
1,ROCKWELL COLLINS INC,Corporate,@CollinsAero,2010,255.0,25.0,0.0,0.0,112,25,0,0
2,ROCKWELL COLLINS INC,Corporate,@CollinsAero,2011,770.0,41.0,28.0,0.0,388,93,53,0
3,ROCKWELL COLLINS INC,Corporate,@CollinsAero,2012,766.0,35.0,23.0,0.0,470,93,62,0
4,ROCKWELL COLLINS INC,Corporate,@CollinsAero,2013,535.0,30.0,22.0,0.0,473,281,48,0
5,ROCKWELL COLLINS INC,Corporate,@CollinsAero,2014,634.0,41.0,45.0,0.0,1045,786,80,0
6,ROCKWELL COLLINS INC,Corporate,@CollinsAero,2015,905.0,72.0,75.0,14.0,2029,2179,89,1
7,ROCKWELL COLLINS INC,Corporate,@CollinsAero,2016,964.0,48.0,39.0,17.0,2402,4129,129,640
8,ROCKWELL COLLINS INC,Corporate,@CollinsAero,2017,694.0,82.0,16.0,39.0,2274,5757,123,331
9,ROCKWELL COLLINS INC,Corporate,@CollinsAero,2018,648.0,85.0,16.0,77.0,2118,8718,153,200
10,ROCKWELL COLLINS INC,Corporate,@CollinsAero,2019,737.0,350.0,40.0,90.0,1962,8639,97,221
11,ROCKWELL COLLINS INC,Corporate,@CollinsAero,2020,398.0,152.0,61.0,22.0,1996,21590,180,230
12,ROCKWELL COLLINS INC,Corporate,@CollinsAero,2021,594.0,87.0,42.0,29.0,1608,8383,249,204
13,ROCKWELL COLLINS INC,Corporate,@CollinsAero,2022,270.0,83.0,33.0,12.0,871,5027,153,91
0,REPUBLIC SERVICES INC,Corporate,@RepublicService,2011,50.0,0.0,12.0,0.0,20,40,9,0
1,REPUBLIC SERVICES INC,Corporate,@RepublicService,2012,37.0,4.0,3.0,0.0,24,6,15,0
2,REPUBLIC SERVICES INC,Corporate,@RepublicService,2013,13.0,7.0,1.0,0.0,22,21,1,0
3,REPUBLIC SERVICES INC,Corporate,@RepublicService,2014,188.0,109.0,259.0,0.0,226,204,21,0
4,REPUBLIC SERVICES INC,Corporate,@RepublicService,2015,365.0,131.0,490.0,11.0,672,936,92,0
5,REPUBLIC SERVICES INC,Corporate,@RepublicService,2016,296.0,181.0,577.0,11.0,828,1639,46,34
6,REPUBLIC SERVICES INC,Corporate,@RepublicService,2017,284.0,73.0,744.0,10.0,931,3131,98,115
7,REPUBLIC SERVICES INC,Corporate,@RepublicService,2018,316.0,89.0,1327.0,7.0,676,2371,185,100
8,REPUBLIC SERVICES INC,Corporate,@RepublicService,2019,315.0,67.0,1136.0,9.0,486,2310,170,83
9,REPUBLIC SERVICES INC,Corporate,@RepublicService,2020,169.0,51.0,744.0,29.0,631,2368,191,103
10,REPUBLIC SERVICES INC,Corporate,@RepublicService,2021,258.0,19.0,859.0,7.0,585,1826,243,52
11,REPUBLIC SERVICES INC,Corporate,@RepublicService,2022,245.0,2.0,786.0,1.0,355,1250,351,60
0,GLOBAL PAYMENTS INC.,Corporate,@GlobalPayInc,2014,147.0,24.0,17.0,0.0,79,40,5,0
2,GLOBAL PAYMENTS INC.,Corporate,@GlobalPayInc,2015,376.0,86.0,33.0,1.0,196,263,15,0
4,GLOBAL PAYMENTS INC.,Corporate,@GlobalPayInc,2016,311.0,97.0,19.0,2.0,211,345,12,8
6,GLOBAL PAYMENTS INC.,Corporate,@GlobalPayInc,2017,374.0,73.0,37.0,9.0,460,703,12,33
8,GLOBAL PAYMENTS INC.,Corporate,@GlobalPayInc,2018,190.0,22.0,44.0,12.0,283,879,22,18
10,GLOBAL PAYMENTS INC.,Corporate,@GlobalPayInc,2019,163.0,5.0,17.0,11.0,262,978,26,42
12,GLOBAL PAYMENTS INC.,Corporate,@GlobalPayInc,2020,166.0,0.0,14.0,10.0,292,893,32,31
14,GLOBAL PAYMENTS INC.,Corporate,@GlobalPayInc,2021,231.0,4.0,21.0,4.0,152,791,39,27
16,GLOBAL PAYMENTS INC.,Corporate,@GlobalPayInc,2022,224.0,2.0,8.0,5.0,94,680,40,21
0,PRINCIPAL FINANCIAL GROUP INC,Corporate,@principal,2010,85.0,13.0,12.0,0.0,59,4,0,0
1,PRINCIPAL FINANCIAL GROUP INC,Corporate,@principal,2011,218.0,55.0,50.0,0.0,201,16,8,0
2,PRINCIPAL FINANCIAL GROUP INC,Corporate,@principal,2012,1243.0,78.0,136.0,0.0,1631,175,125,0
3,PRINCIPAL FINANCIAL GROUP INC,Corporate,@principal,2013,1762.0,173.0,172.0,0.0,4451,790,348,0
4,PRINCIPAL FINANCIAL GROUP INC,Corporate,@principal,2014,1599.0,66.0,105.0,0.0,5286,2233,406,0
5,PRINCIPAL FINANCIAL GROUP INC,Corporate,@principal,2015,1266.0,36.0,258.0,2.0,5600,8512,585,2
6,PRINCIPAL FINANCIAL GROUP INC,Corporate,@principal,2016,620.0,46.0,194.0,16.0,4172,12629,657,294
7,PRINCIPAL FINANCIAL GROUP INC,Corporate,@principal,2017,431.0,34.0,134.0,24.0,1189,2707,111,105
8,PRINCIPAL FINANCIAL GROUP INC,Corporate,@principal,2018,343.0,70.0,188.0,14.0,2472,14306,688,272
9,PRINCIPAL FINANCIAL GROUP INC,Corporate,@principal,2019,260.0,53.0,87.0,8.0,719,5219,340,131
10,PRINCIPAL FINANCIAL GROUP INC,Corporate,@principal,2020,165.0,132.0,133.0,29.0,384,1427,88,46
11,PRINCIPAL FINANCIAL GROUP INC,Corporate,@principal,2021,117.0,157.0,202.0,18.0,97,446,27,9
12,PRINCIPAL FINANCIAL GROUP INC,Corporate,@principal,2022,88.0,160.0,87.0,32.0,66,697,35,22
0,CENTENE CORP.,Corporate,@Centene,2009,22.0,0.0,0.0,0.0,0,0,0,0
1,CENTENE CORP.,Corporate,@Centene,2010,43.0,0.0,0.0,0.0,6,1,0,0
2,CENTENE CORP.,Corporate,@Centene,2011,27.0,0.0,0.0,0.0,2,1,1,0
3,CENTENE CORP.,Corporate,@Centene,2012,11.0,0.0,0.0,0.0,6,1,0,0
4,CENTENE CORP.,Corporate,@Centene,2013,34.0,0.0,0.0,0.0,39,20,7,0
5,CENTENE CORP.,Corporate,@Centene,2014,79.0,18.0,2.0,0.0,67,35,5,0
6,CENTENE CORP.,Corporate,@Centene,2015,71.0,5.0,1.0,1.0,76,103,73,0
7,CENTENE CORP.,Corporate,@Centene,2016,33.0,1.0,0.0,0.0,71,153,28,4
8,CENTENE CORP.,Corporate,@Centene,2017,24.0,2.0,0.0,0.0,58,166,6,5
9,CENTENE CORP.,Corporate,@Centene,2018,38.0,0.0,0.0,0.0,35,81,1,0
10,CENTENE CORP.,Corporate,@Centene,2019,119.0,0.0,1.0,0.0,92,350,10,9
11,CENTENE CORP.,Corporate,@Centene,2020,158.0,0.0,2.0,0.0,147,750,38,40
12,CENTENE CORP.,Corporate,@Centene,2021,266.0,0.0,0.0,0.0,145,1088,143,38
13,CENTENE CORP.,Corporate,@Centene,2022,258.0,0.0,1.0,0.0,191,1473,177,48
0,MCCORMICK & CO NON-VOTING INC,Corporate,@McCormickCorp,2015,11.0,0.0,0.0,0.0,0,14,7,1
1,MCCORMICK & CO NON-VOTING INC,Corporate,@McCormickCorp,2017,232.0,22.0,50.0,5.0,1782,6824,349,144
2,MCCORMICK & CO NON-VOTING INC,Corporate,@McCormickCorp,2018,299.0,22.0,35.0,8.0,1614,7558,275,159
3,MCCORMICK & CO NON-VOTING INC,Corporate,@McCormickCorp,2019,295.0,16.0,76.0,12.0,1750,10141,591,190
4,MCCORMICK & CO NON-VOTING INC,Corporate,@McCormickCorp,2020,276.0,24.0,233.0,24.0,5369,26201,1154,424
5,MCCORMICK & CO NON-VOTING INC,Corporate,@McCormickCorp,2021,217.0,3.0,156.0,24.0,4692,20537,1681,324
6,MCCORMICK & CO NON-VOTING INC,Corporate,@McCormickCorp,2022,125.0,1.0,89.0,12.0,1341,7331,378,116
0,ADVANCE AUTO PARTS INC,Corporate,@AdvanceAuto,2011,264.0,1.0,5.0,0.0,40,9,16,0
1,ADVANCE AUTO PARTS INC,Corporate,@AdvanceAuto,2012,436.0,19.0,95.0,0.0,130,15,51,0
2,ADVANCE AUTO PARTS INC,Corporate,@AdvanceAuto,2013,899.0,189.0,565.0,0.0,416,209,122,0
